Ticket_Loc,Issue_Date,Issue_Time,Route,Badge_Numb,Issue_Agen,Violation_,Violation1,Fine_Amt,Plate_Type,License_St,Vehicle_Ma,Vehicle_Co,Vehicle_St,Comment,Street_Num,Street_Nam,Lat,Long
150 HARRISON AVE,02/28/2015 12:00:00 AM,6:18:00 PM,E01,367,1,63,RESIDENT PARK ONLY,40,PA,MA,BMW,7,4D,,150,HARRISON AVE,42.3494,-71.0618
150 HARRISON AVE,02/26/2015 12:00:00 AM,6:55:00 PM,E04,185,1,63,RESIDENT PARK ONLY,40,PA,MA,VOLV,1,4D,,150,HARRISON AVE,42.3494,-71.0618
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,1:02:00 PM,B10,272,1,92,METER FEE UNPAID,25,PA,MA,HOND,1,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,1:25:00 PM,B10,272,1,99,OVER METER LIMIT,25,PA,MA,HOND,1,4D,OVER METER LIMIT 2 HOUR LIMIT,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,11:12:00 AM,B10,272,1,99,OVER METER LIMIT,25,,NJ,KIA,4,4D,OVER METER LIMIT 2 HOUR LIMIT,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,8:56:00 AM,B10,272,1,92,METER FEE UNPAID,25,,NH,DODG,1,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,1:01:00 PM,B10,272,1,92,METER FEE UNPAID,25,,NY,TOYT,8,VN,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,11:11:00 AM,B10,272,1,99,OVER METER LIMIT,25,,GA,FORD,2,4D,OVER METER LIMIT 2 HOUR LIMIT,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,2:19:00 PM,B10,272,1,92,METER FEE UNPAID,25,,RI,JEEP,8,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,8:57:00 AM,B10,272,1,92,METER FEE UNPAID,25,,GA,FORD,2,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,8:53:00 AM,B10,272,1,92,METER FEE UNPAID,25,PA,MA,BMW,7,2D,OTHER,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,1:27:00 PM,B10,272,1,92,METER FEE UNPAID,25,PA,MA,NISS,1,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,11:10:00 AM,B10,272,1,99,OVER METER LIMIT,25,,NH,DODG,1,4D,OVER METER LIMIT 2 HOUR LIMIT,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,11:14:00 AM,B10,272,1,99,OVER METER LIMIT,25,CO,MA,CADI,8,4D,NO COMMERCIAL ID. OVER METER LIMIT 2 HOUR LIMIT,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,11:13:00 AM,B10,272,1,99,OVER METER LIMIT,25,TA,MA,TOYT,7,4D,OVER METER LIMIT 2 HOUR LIMIT,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,8:54:00 AM,B10,272,1,92,METER FEE UNPAID,25,,NH,DODG,1,4D,WRONG REGISTRATION INFORMATION,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/26/2015 12:00:00 AM,3:44:00 PM,B10,157,1,92,METER FEE UNPAID,25,PA,MA,HOND,4,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,11:13:00 AM,B10,272,1,99,OVER METER LIMIT,25,PA,MA,NISS,6,4D,OVER METER LIMIT 2 HOUR LIMIT,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/26/2015 12:00:00 AM,4:48:00 PM,B10,157,1,92,METER FEE UNPAID,25,PA,MA,HOND,8,VN,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,8:57:00 AM,B10,272,1,92,METER FEE UNPAID,25,PA,MA,TOYT,1,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,1:24:00 PM,B10,272,1,92,METER FEE UNPAID,25,,GA,NISS,1,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,8:59:00 AM,B10,272,1,92,METER FEE UNPAID,25,PA,MA,TOYT,8,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,9:00:00 AM,B10,272,1,92,METER FEE UNPAID,25,TA,MA,TOYT,7,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,8:58:00 AM,B10,272,1,92,METER FEE UNPAID,25,PA,MA,FORD,8,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,9:00:00 AM,B10,272,1,92,METER FEE UNPAID,25,CO,MA,CADI,8,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,2:21:00 PM,B10,272,1,92,METER FEE UNPAID,25,PA,MA,AUDI,1,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/28/2015 12:00:00 AM,8:58:00 AM,B10,272,1,92,METER FEE UNPAID,25,,NJ,KIA,4,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AV,02/26/2015 12:00:00 AM,4:50:00 PM,B10,157,1,92,METER FEE UNPAID,25,PA,MA,NISS,1,4D,,150,HUNTINGTON AV,,
150 HUNTINGTON AVE,02/28/2015 12:00:00 AM,1:26:00 PM,B10,272,1,313,HYDRANT,100,,CO,ROVE,8,4D,,150,HUNTINGTON AVE,,
150 HUNTINGTON AVE,02/28/2015 12:00:00 AM,8:56:00 AM,B10,272,1,38,LOADING ZONE,55,,NH,DODG,1,4D,,150,HUNTINGTON AVE,,
150 LINCOLN ST,02/24/2015 12:00:00 AM,11:49:00 AM,A20,116,1,324,B - BUS STOP/STAND,100,PA,MA,HOND,3,4D,,150,LINCOLN ST,42.351,-71.0583
150 LINCOLN ST,02/24/2015 12:00:00 AM,11:49:00 AM,A20,116,1,324,B - BUS STOP/STAND,100,PA,MA,DODG,1,PU,,150,LINCOLN ST,42.351,-71.0583
150 LINCOLN ST,02/27/2015 12:00:00 AM,1:26:00 PM,A21,260,1,324,B - BUS STOP/STAND,100,,NE,INTL,7,TK,,150,LINCOLN ST,42.351,-71.0583
150 LINCOLN ST,02/26/2015 12:00:00 AM,11:30:00 AM,A21,260,1,324,B - BUS STOP/STAND,100,PA,MA,SAAB,8,4D,,150,LINCOLN ST,42.351,-71.0583
150 LINCOLN ST,02/26/2015 12:00:00 AM,11:31:00 AM,A21,260,1,324,B - BUS STOP/STAND,100,CO,MA,CHEV,1,VN,,150,LINCOLN ST,42.351,-71.0583
150 LINCOLN ST,02/26/2015 12:00:00 AM,11:29:00 AM,A21,260,1,324,B - BUS STOP/STAND,100,PA,MA,CHRY,2,4D,,150,LINCOLN ST,42.351,-71.0583
150 LINCOLN ST,02/24/2015 12:00:00 AM,11:50:00 AM,A20,116,1,324,B - BUS STOP/STAND,100,CO,MA,DODG,1,PU,,150,LINCOLN ST,42.351,-71.0583
150 LINCOLN ST,02/24/2015 12:00:00 AM,11:50:00 AM,A20,116,1,323,EXPIRED INSPECTION,40,PA,MA,DODG,1,PU,EXP: 01/15,150,LINCOLN ST,42.351,-71.0583
150 NEWBURY ST,02/27/2015 12:00:00 AM,10:28:00 AM,B04,182,1,323,EXPIRED INSPECTION,40,PA,MA,AUDI,1,4D,EXP: 01/15. EXPIRED INSPECTION STICKER,150,NEWBURY ST,42.3506,-71.078
150 NEWBURY ST,02/26/2015 12:00:00 AM,5:49:00 PM,B03,213,1,322,EXPIRED/NO PLATE,40,PA,MA,CADI,1,4D,EXP: 11/14,150,NEWBURY ST,42.3506,-71.078
150 NEWBURY ST,02/27/2015 12:00:00 AM,9:39:00 AM,B04,182,1,323,EXPIRED INSPECTION,40,PA,MA,BMW,1,4D,EXP: 10/14. EXPIRED INSPECTION STICKER,150,NEWBURY ST,42.3506,-71.078
150 NEWBURY ST D-E,02/26/2015 12:00:00 AM,5:08:00 PM,B03,213,1,99,OVER METER LIMIT,25,PA,MA,BMW,2,4D,,150,NEWBURY ST D-E,,
150 NEWBURY ST D-E,02/26/2015 12:00:00 AM,5:07:00 PM,B03,213,1,92,METER FEE UNPAID,25,PA,MA,CADI,1,4D,,150,NEWBURY ST D-E,,
150 NORTH ST,02/27/2015 12:00:00 AM,5:46:00 PM,A01,259,1,323,EXPIRED INSPECTION,40,PA,MA,FORD,8,4D,EXP: 110214. INITIAL FAILURE 090214,150,NORTH ST,42.3627,-71.0547
150 STANIFORD ST,02/24/2015 12:00:00 AM,9:25:00 PM,A06,259,1,63,RESIDENT PARK ONLY,40,PA,MA,FORD,7,4D,NO RPP,150,STANIFORD ST,42.3644,-71.0639
150 TREMONT ST,02/27/2015 12:00:00 AM,10:53:00 AM,A19,198,1,14,NO STOP OR STAND,75,CO,MA,UPS,5,TK,NO STOPPING - ANYTIME,150,TREMONT ST,42.3548,-71.0631
150 TREMONT ST,02/27/2015 12:00:00 AM,10:54:00 AM,A19,198,1,14,NO STOP OR STAND,75,AP,MA,UPS,7,TK,NO STOPPING - ANYTIME,150,TREMONT ST,42.3548,-71.0631
150 TREMONT ST,02/25/2015 12:00:00 AM,11:37:00 AM,A18,198,1,14,NO STOP OR STAND,75,CO,MA,FRHT,7,TK,NO STOPPING - ANYTIME,150,TREMONT ST,42.3548,-71.0631
150 TREMONT ST,02/27/2015 12:00:00 AM,3:54:00 PM,A01,193,1,14,NO STOP OR STAND,75,,IN,UNKN,1,2D,NO STOPPING - ANYTIME,150,TREMONT ST,42.3548,-71.0631
1505 COMMONWEALTH AVE,02/25/2015 12:00:00 AM,10:55:00 AM,F03,159,1,14,NO STOP OR STAND,75,CO,MA,FORD,7,VN,NO STOPPING - ANYTIME,1505,COMMONWEALTH AVE,42.3471,-71.1415
151 BRIGHTON AVE,02/24/2015 12:00:00 AM,9:11:00 PM,F02,361,1,322,EXPIRED/NO PLATE,40,PA,MA,KIA,8,4D,EXP: 01/15,151,BRIGHTON AVE,42.3532,-71.1318
151 CAMBRIDGE ST,02/24/2015 12:00:00 AM,11:37:00 AM,A06,114,1,99,OVER METER LIMIT,25,PA,MA,ACUR,8,4D,,151,CAMBRIDGE ST,42.3615,-71.065
151 CAMBRIDGE ST,02/24/2015 12:00:00 AM,2:20:00 PM,A05,114,1,92,METER FEE UNPAID,25,PA,MA,TOYT,8,4D,,151,CAMBRIDGE ST,42.3615,-71.065
151 CAMBRIDGE ST,02/24/2015 12:00:00 AM,11:36:00 AM,A06,114,1,92,METER FEE UNPAID,25,PA,MA,HOND,3,4D,,151,CAMBRIDGE ST,42.3615,-71.065
151 CAMBRIDGE ST,02/26/2015 12:00:00 AM,12:44:00 PM,A06,114,1,92,METER FEE UNPAID,25,PA,MA,FORD,3,4D,BROKE 1 HOUR LIMIT,151,CAMBRIDGE ST,42.3615,-71.065
151 CHARLES ST,02/25/2015 12:00:00 AM,11:44:00 AM,A07,272,1,99,OVER METER LIMIT,25,PA,MA,SUBA,8,4D,OVER METER LIMIT 2 HOUR LIMIT,151,CHARLES ST,42.3605,-71.0706
151 CHARLES ST,02/25/2015 12:00:00 AM,9:08:00 AM,A07,272,1,92,METER FEE UNPAID,25,PA,MA,HYUN,7,4D,,151,CHARLES ST,42.3605,-71.0706
151 CHARLES ST,02/26/2015 12:00:00 AM,3:22:00 PM,A07,120,1,92,METER FEE UNPAID,25,PA,MA,MERZ,1,4D,,151,CHARLES ST,42.3605,-71.0706
151 CHARLES ST,02/25/2015 12:00:00 AM,11:45:00 AM,A07,272,1,99,OVER METER LIMIT,25,PA,MA,HYUN,7,4D,OVER METER LIMIT 2 HOUR LIMIT,151,CHARLES ST,42.3605,-71.0706
151 D ST,02/26/2015 12:00:00 AM,2:56:00 AM,SB,251,1,329,OVER POST LIM-ZONE B,25,PA,MA,HOND,6,4D,,151,D ST,42.3363,-71.0536
151 DORCHESTER ST,02/25/2015 12:00:00 AM,9:05:00 PM,SB,228,1,329,OVER POST LIM-ZONE B,25,LV,MA,FORD,7,VN,,151,DORCHESTER ST,42.3345,-71.0481
151 ORLEANS ST,02/27/2015 12:00:00 AM,2:45:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,PA,MA,FORD,7,PU,,151,ORLEANS ST,,
151 ORLEANS ST,02/26/2015 12:00:00 AM,2:45:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,,CT,TOYT,7,4D,,151,ORLEANS ST,,
151 ORLEANS ST,02/27/2015 12:00:00 AM,2:44:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,PA,MA,NISS,8,4D,,151,ORLEANS ST,,
151 ORLEANS ST,02/26/2015 12:00:00 AM,2:45:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,PA,MA,HOND,8,4D,,151,ORLEANS ST,,
151 ORLEANS ST,02/26/2015 12:00:00 AM,2:48:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,PA,MA,FORD,8,4D,,151,ORLEANS ST,,
151 ORLEANS ST,02/27/2015 12:00:00 AM,2:43:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,PA,MA,HOND,8,4D,,151,ORLEANS ST,,
151 ORLEANS ST,02/26/2015 12:00:00 AM,2:46:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,PA,MA,NISS,8,4D,,151,ORLEANS ST,,
151 ORLEANS ST,02/26/2015 12:00:00 AM,2:47:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,PA,MA,FORD,7,PU,,151,ORLEANS ST,,
151 ORLEANS ST,02/27/2015 12:00:00 AM,2:44:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,,CT,TOYT,7,4D,,151,ORLEANS ST,,
151 ORLEANS ST,02/26/2015 12:00:00 AM,2:46:00 PM,EB,275,1,329,OVER POST LIM-ZONE B,25,,NH,CHEV,7,PU,,151,ORLEANS ST,,
151 ST ALPHONSUS ST,02/24/2015 12:00:00 AM,7:49:00 PM,D04,349,1,63,RESIDENT PARK ONLY,40,PA,MA,CHEV,8,4D,,151,ST ALPHONSUS ST,42.3324,-71.1019
151 TREMONT ST,02/24/2015 12:00:00 AM,11:36:00 AM,A17,438,1,14,NO STOP OR STAND,75,PA,MA,DODG,2,PU,NO STOPPING - ANYTIME,151,TREMONT ST,42.3544,-71.0634
1512 COLUMBIA RD,02/26/2015 12:00:00 AM,9:46:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,CO,MA,CHEV,7,VN,,1512,COLUMBIA RD,42.3307,-71.0403
152 CANAL ST V-C,02/28/2015 12:00:00 AM,3:48:00 PM,A04,345,1,92,METER FEE UNPAID,25,CO,MA,DODG,4,PU,NO RECEIPT DISPLAYED,152,CANAL ST V-C,,
152 CHELSEA ST,02/25/2015 12:00:00 AM,11:51:00 AM,EB,275,1,63,RESIDENT PARK ONLY,40,PA,MA,TOYT,8,4D,RPP EXPIRED,152,CHELSEA ST,42.3736,-71.0347
152 MILK ST,02/23/2015 12:00:00 AM,11:37:00 AM,A12,349,1,314,CROSSWALK,85,CO,MA,FORD,7,PU,,152,MILK ST,42.3587,-71.0529
152 MILK ST,02/23/2015 12:00:00 AM,11:35:00 AM,A14,371,1,92,METER FEE UNPAID,25,PA,MA,HOND,4,4D,,152,MILK ST,42.3587,-71.0529
152 MILK ST,02/28/2015 12:00:00 AM,7:47:00 PM,A21,133,1,92,METER FEE UNPAID,25,PA,MA,KIA,7,4D,,152,MILK ST,42.3587,-71.0529
152 MILK ST,02/25/2015 12:00:00 AM,1:16:00 PM,A12,181,1,92,METER FEE UNPAID,25,PA,MA,NISS,1,4D,,152,MILK ST,42.3587,-71.0529
152 SILBER WY,02/25/2015 12:00:00 AM,8:22:00 AM,C01,256,1,92,METER FEE UNPAID,25,PA,MA,FORD,1,4D,,152,SILBER WY,,
153 MILK ST,02/28/2015 12:00:00 AM,7:43:00 PM,F04,278,1,92,METER FEE UNPAID,25,PA,MA,CHRY,1,VN,,153,MILK ST,42.3577,-71.0541
153 MILK ST,02/27/2015 12:00:00 AM,6:34:00 PM,E07,133,1,92,METER FEE UNPAID,25,,NH,HYUN,7,4D,,153,MILK ST,42.3577,-71.0541
1535 WASHINGTON ST,02/28/2015 12:00:00 AM,7:38:00 PM,VAL,279,1,93,DOUBLE PARK ZONE A,45,PA,MA,BMW,1,4D,1525,1535,WASHINGTON ST,42.3397,-71.0736
1535 WASHINGTON ST,02/28/2015 12:00:00 AM,7:39:00 PM,VAL,299,1,93,DOUBLE PARK ZONE A,45,PA,MA,BMW,1,4D,1525 WASHINGTON ST,1535,WASHINGTON ST,42.3397,-71.0736
1535 WASHINGTON ST,02/28/2015 12:00:00 AM,7:39:00 PM,VAL,299,1,93,DOUBLE PARK ZONE A,45,PA,MA,BMW,1,4D,STELLA                                          L5 VALET,1535,WASHINGTON ST,42.3397,-71.0736
1535 WASHINGTON ST,02/28/2015 12:00:00 AM,7:42:00 PM,VAL,299,1,93,DOUBLE PARK ZONE A,45,,NH,HOND,8,VN,STELLA                                          L5 VALET,1535,WASHINGTON ST,42.3397,-71.0736
1535 WASHINGTON ST,02/28/2015 12:00:00 AM,7:38:00 PM,VAL,279,1,93,DOUBLE PARK ZONE A,45,PA,MA,BMW,1,4D,STELLA                                          L5,1535,WASHINGTON ST,42.3397,-71.0736
1535 WASHINGTON ST,02/28/2015 12:00:00 AM,7:38:00 PM,VAL,299,1,93,DOUBLE PARK ZONE A,45,PA,MA,CHEV,1,4D,STELLA                                          L5,1535,WASHINGTON ST,42.3397,-71.0736
1535 WASHINGTON ST,02/28/2015 12:00:00 AM,7:42:00 PM,VAL,299,1,93,DOUBLE PARK ZONE A,45,,NH,HOND,8,VN,STELLA   1525 WASHINGTON ST,1535,WASHINGTON ST,42.3397,-71.0736
1535 WASHINGTON ST,02/28/2015 12:00:00 AM,7:40:00 PM,VAL,279,1,93,DOUBLE PARK ZONE A,45,PA,MA,LEXU,8,4D,STELLA                                          L5,1535,WASHINGTON ST,42.3397,-71.0736
154 CHELSEA ST,02/27/2015 12:00:00 AM,11:38:00 AM,EB,275,1,63,RESIDENT PARK ONLY,40,PA,MA,GMC,7,4D,,154,CHELSEA ST,42.3737,-71.0346
154 MAVERICK ST,02/25/2015 12:00:00 AM,1:08:00 PM,EB,261,1,329,OVER POST LIM-ZONE B,25,PA,MA,CHRY,1,4D,,154,MAVERICK ST,42.3699,-71.0379
154 NEWBURY ST,02/25/2015 12:00:00 AM,5:29:00 PM,B01,168,1,323,EXPIRED INSPECTION,40,PA,MA,BMW,1,4D,EXP: NONE,154,NEWBURY ST,42.3505,-71.0781
154 NEWBURY ST,02/23/2015 12:00:00 AM,2:39:00 PM,B01,227,1,93,DOUBLE PARK ZONE A,45,CO,MA,FORD,7,TK,,154,NEWBURY ST,42.3505,-71.0781
154 NEWBURY ST,02/25/2015 12:00:00 AM,11:14:00 PM,B01,330,1,323,EXPIRED INSPECTION,40,PA,MA,HOND,8,4D,EXP: 12/14,154,NEWBURY ST,42.3505,-71.0781
154 NEWBURY ST,02/25/2015 12:00:00 AM,11:50:00 AM,B08,112,1,322,EXPIRED/NO PLATE,40,CO,MA,LEXU,1,4D,EXP: 12/14,154,NEWBURY ST,42.3505,-71.0781
154 NEWBURY ST D-E,02/28/2015 12:00:00 AM,10:36:00 AM,B04,273,1,99,OVER METER LIMIT,25,PA,MA,TOYT,4,4D,,154,NEWBURY ST D-E,,
154 NEWBURY ST D-E,02/23/2015 12:00:00 AM,11:40:00 AM,B04,209,1,99,OVER METER LIMIT,25,PA,MA,FORD,1,4D,,154,NEWBURY ST D-E,,
154 NEWBURY ST D-E,02/25/2015 12:00:00 AM,3:25:00 PM,B01,168,1,99,OVER METER LIMIT,25,PA,MA,UNKN,7,4D,,154,NEWBURY ST D-E,,
154 NEWBURY ST D-E,02/25/2015 12:00:00 AM,5:30:00 PM,B01,168,1,99,OVER METER LIMIT,25,PA,MA,BMW,7,4D,VIN: WBXPC9C42AWJ32770,154,NEWBURY ST D-E,,
156 PORTER ST,02/26/2015 12:00:00 AM,12:50:00 PM,EB,275,1,63,RESIDENT PARK ONLY,40,PA,MA,TOYT,4,PU,RPP EXPIRED,156,PORTER ST,42.3713,-71.0325
154 NEWBURY ST D-E,02/26/2015 12:00:00 AM,10:38:00 AM,B03,143,1,92,METER FEE UNPAID,25,PA,MA,TOYT,1,4D,,154,NEWBURY ST D-E,,
154 NEWBURY ST D-E,02/26/2015 12:00:00 AM,10:08:00 AM,B04,182,1,92,METER FEE UNPAID,25,PA,MA,VOLK,1,2D,NO RECEIPT DISPLAYED,154,NEWBURY ST D-E,,
154 STUART ST,02/27/2015 12:00:00 AM,9:14:00 AM,E03,128,1,38,LOADING ZONE,55,PA,MA,CHEV,8,4D,,154,STUART ST,,
154 STUART ST,02/24/2015 12:00:00 AM,12:24:00 PM,E01,151,1,38,LOADING ZONE,55,,FL,FORD,7,4D,,154,STUART ST,,
154 STUART ST,02/26/2015 12:00:00 AM,1:08:00 PM,E01,151,1,38,LOADING ZONE,55,PA,MA,FORD,8,4D,,154,STUART ST,,
154 STUART ST,02/25/2015 12:00:00 AM,10:35:00 AM,E01,151,1,38,LOADING ZONE,55,CO,MA,CHEV,7,PU,,154,STUART ST,,
154 STUART ST,02/24/2015 12:00:00 AM,1:01:00 PM,E01,151,1,38,LOADING ZONE,55,PA,MA,TOYT,8,4D,,154,STUART ST,,
154 STUART ST,02/26/2015 12:00:00 AM,1:08:00 PM,E01,151,1,38,LOADING ZONE,55,PA,MA,SUBA,7,SW,,154,STUART ST,,
154 STUART ST,02/23/2015 12:00:00 AM,2:49:00 PM,E02,126,1,38,LOADING ZONE,55,PA,MA,SATU,4,4D,,154,STUART ST,,
154 STUART ST,02/23/2015 12:00:00 AM,10:58:00 AM,E01,111,1,38,LOADING ZONE,55,PA,MA,HOND,1,2D,,154,STUART ST,,
154 STUART ST,02/25/2015 12:00:00 AM,9:40:00 AM,E01,151,1,38,LOADING ZONE,55,PA,MA,FORD,7,4D,,154,STUART ST,,
154 STUART ST,02/25/2015 12:00:00 AM,10:37:00 AM,E01,151,1,38,LOADING ZONE,55,CO,MA,FORD,7,VN,,154,STUART ST,,
154 STUART ST,02/24/2015 12:00:00 AM,1:02:00 PM,E01,151,1,38,LOADING ZONE,55,CO,MA,FORD,7,VN,,154,STUART ST,,
154 STUART ST,02/24/2015 12:00:00 AM,9:22:00 PM,E04,231,1,323,EXPIRED INSPECTION,40,PA,MA,KIA,8,4D,EXP: 01/15,154,STUART ST,,
154 W 1ST ST,02/25/2015 12:00:00 AM,9:42:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,KIA,1,4D,,154,W 1ST ST,,
154 W 1ST ST,02/26/2015 12:00:00 AM,8:59:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,HOND,8,4D,,154,W 1ST ST,,
154 W 1ST ST,02/26/2015 12:00:00 AM,9:00:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,MERZ,1,4D,,154,W 1ST ST,,
154 W 1ST ST,02/26/2015 12:00:00 AM,9:00:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,HYUN,1,4D,,154,W 1ST ST,,
154 W 1ST ST,02/25/2015 12:00:00 AM,9:43:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,MERZ,8,4D,,154,W 1ST ST,,
154 W 1ST ST,02/25/2015 12:00:00 AM,9:42:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,MERC,8,4D,,154,W 1ST ST,,
154 W 1ST ST,02/25/2015 12:00:00 AM,9:49:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,SUBA,8,4D,,154,W 1ST ST,,
154 W 1ST ST,02/26/2015 12:00:00 AM,9:00:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,,NH,MAZD,1,4D,,154,W 1ST ST,,
154 W 1ST ST,02/26/2015 12:00:00 AM,9:01:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,NISS,8,4D,,154,W 1ST ST,,
154 W 1ST ST,02/26/2015 12:00:00 AM,8:59:00 AM,SB,110,1,315,LESS 10FT FIRELANE,100,PA,MA,COOP,4,2D,,154,W 1ST ST,,
154 WASHINGTON ST,02/25/2015 12:00:00 AM,4:18:00 AM,F06,366,1,63,RESIDENT PARK ONLY,40,,NY,CHEV,1,4D,,154,WASHINGTON ST,42.3042,-71.0789
155 BERKELEY ST,02/27/2015 12:00:00 AM,7:24:00 PM,B13,177,1,99,OVER METER LIMIT,25,PA,MA,FORD,1,4D,,155,BERKELEY ST,,
155 BERKELEY ST,02/24/2015 12:00:00 AM,10:43:00 AM,E02,128,1,323,EXPIRED INSPECTION,40,PA,MA,CHEV,1,4D,EXP: 01/15,155,BERKELEY ST,,
155 BERKELEY ST,02/25/2015 12:00:00 AM,3:50:00 PM,B13,230,1,92,METER FEE UNPAID,25,PA,MA,HOND,7,4D,,155,BERKELEY ST,,
155 BERKELEY ST,02/26/2015 12:00:00 AM,5:46:00 PM,B13,230,1,92,METER FEE UNPAID,25,PA,MA,FORD,7,4D,,155,BERKELEY ST,,
155 BERKELEY ST,02/27/2015 12:00:00 AM,2:00:00 PM,B12,213,1,92,METER FEE UNPAID,25,PA,MA,CHEV,8,4D,,155,BERKELEY ST,,
155 CHELSEA ST,02/27/2015 12:00:00 AM,11:40:00 AM,EB,275,1,63,RESIDENT PARK ONLY,40,PA,MA,MERZ,7,4D,,155,CHELSEA ST,42.3735,-71.0342
155 DARTMOUTH ST,02/24/2015 12:00:00 AM,5:11:00 PM,B09,345,1,92,METER FEE UNPAID,25,PA,MA,ACUR,2,4D,,155,DARTMOUTH ST,,
155 DORCHESTER ST,02/27/2015 12:00:00 AM,1:22:00 AM,SB,251,1,329,OVER POST LIM-ZONE B,25,,NC,JEEP,8,4D,,155,DORCHESTER ST,42.3344,-71.0482
155 FEDERAL ST,02/28/2015 12:00:00 AM,11:26:00 AM,A15,349,1,323,EXPIRED INSPECTION,40,PA,MA,ACUR,1,4D,EXP: 10/14. EXPIRED INSPECTION STICKER,155,FEDERAL ST,42.3537,-71.0565
155 FEDERAL ST,02/28/2015 12:00:00 AM,6:49:00 PM,A21,133,1,92,METER FEE UNPAID,25,PA,MA,BMW,2,4D,,155,FEDERAL ST,42.3537,-71.0565
155 FEDERAL ST,02/28/2015 12:00:00 AM,4:37:00 PM,A15,349,1,92,METER FEE UNPAID,25,PA,MA,LINC,7,4D,,155,FEDERAL ST,42.3537,-71.0565
155 FEDERAL ST,02/28/2015 12:00:00 AM,10:07:00 AM,A15,349,1,92,METER FEE UNPAID,25,CO,MA,FORD,7,PU,,155,FEDERAL ST,42.3537,-71.0565
155 FEDERAL ST,02/28/2015 12:00:00 AM,4:38:00 PM,A15,349,1,92,METER FEE UNPAID,25,PA,MA,TOYT,8,VN,,155,FEDERAL ST,42.3537,-71.0565
155 MASSACHUSETTS AVE,02/27/2015 12:00:00 AM,11:58:00 AM,B09,209,1,313,HYDRANT,100,,NY,TOYT,1,VN,,155,MASSACHUSETTS AVE,,
155 MILK ST,02/28/2015 12:00:00 AM,7:42:00 PM,A21,133,1,92,METER FEE UNPAID,25,PA,MA,TOYT,8,4D,,155,MILK ST,42.3577,-71.0541
